case_id,case_type,complexity_score,evidence_count,witness_count,lawyer_count,adjournment_history,judge_id,court_id,filing_date,priority_level,estimated_duration,adjourned_today
C4996,criminal,6,54,4,2,6,J7,CR9,2023,high,131,yes
C4997,civil,10,78,4,1,5,J7,CR3,2020,low,169,no
C4998,civil,6,49,2,1,4,J16,CR7,2023,low,106,no
C4999,criminal,7,52,3,3,2,J13,CR10,2021,medium,109,no
C5000,criminal,6,54,4,3,5,J16,CR9,2022,low,125,no
C5001,commercial,10,81,4,3,6,J8,CR2,2019,medium,176,yes
C5002,civil,5,37,2,2,0,J1,CR10,2018,low,68,yes
C5003,civil,1,11,0,2,0,J9,CR1,2023,high,30,no
C5004,criminal,9,71,5,1,5,J19,CR3,2021,high,162,yes
C5005,criminal,7,67,3,1,5,J7,CR4,2023,high,134,no
C5006,commercial,4,29,1,3,3,J12,CR2,2020,low,69,yes
C5007,commercial,9,58,4,4,7,J1,CR5,2023,low,163,no
C5008,civil,2,17,1,1,0,J10,CR3,2022,medium,30,no
C5009,civil,1,14,0,1,0,J4,CR1,2019,medium,30,no
C5010,criminal,10,76,5,3,5,J6,CR1,2018,medium,173,yes
C5011,commercial,8,60,5,2,2,J8,CR8,2018,low,131,no
C5012,commercial,8,60,1,3,5,J18,CR5,2020,medium,129,yes
C5013,commercial,10,77,7,2,3,J19,CR8,2021,low,171,yes
C5014,commercial,1,1,0,2,0,J5,CR4,2018,high,30,no
C5015,commercial,2,15,0,2,0,J13,CR1,2019,high,30,yes
C5016,criminal,3,29,0,3,3,J15,CR7,2019,low,56,yes
C5017,civil,9,73,5,1,1,J19,CR1,2019,low,139,no
C5018,criminal,6,51,3,3,0,J10,CR8,2019,low,88,yes
C5019,criminal,9,76,3,2,3,J1,CR5,2019,low,143,no
C5020,civil,9,67,3,1,2,J8,CR8,2021,low,132,no
C5021,commercial,7,61,1,2,1,J2,CR10,2019,low,97,no
C5022,criminal,2,18,0,1,0,J18,CR8,2023,medium,30,no
C5023,commercial,9,73,3,4,2,J2,CR5,2023,low,135,yes
C5024,commercial,6,55,1,2,3,J12,CR8,2023,medium,98,no
C5025,commercial,2,16,0,3,0,J6,CR6,2023,low,30,no
C5026,criminal,1,8,2,2,2,J18,CR9,2020,medium,34,yes
C5027,commercial,7,56,4,3,4,J12,CR7,2021,medium,128,yes
C5028,criminal,7,48,2,1,3,J12,CR8,2023,low,108,no
C5029,criminal,5,39,0,1,6,J5,CR8,2022,medium,95,no
C5030,criminal,2,11,3,2,0,J12,CR7,2022,medium,36,yes
C5031,criminal,9,73,6,1,4,J5,CR6,2022,low,162,no
C5032,commercial,2,16,2,3,0,J15,CR8,2018,low,34,no
C5033,commercial,3,33,1,3,0,J6,CR1,2021,medium,45,no
C5034,commercial,2,12,0,3,1,J5,CR10,2020,medium,30,no
C5035,commercial,2,12,2,3,1,J6,CR10,2019,low,38,yes
C5036,civil,7,57,0,2,1,J13,CR2,2022,low,90,no
C5037,civil,2,13,0,1,2,J17,CR9,2018,low,34,yes
C5038,civil,3,19,3,1,0,J19,CR1,2019,low,48,no
C5039,commercial,1,12,0,4,0,J6,CR4,2020,high,30,no
C5040,criminal,1,8,1,1,0,J16,CR2,2019,low,30,no
C5041,criminal,6,40,3,3,4,J18,CR7,2019,low,107,no
C5042,criminal,8,70,2,2,2,J8,CR10,2019,medium,121,yes
C5043,criminal,8,65,5,1,5,J4,CR4,2022,high,151,yes
C5044,criminal,7,43,2,1,4,J5,CR4,2022,high,111,no
C5045,commercial,5,42,1,3,0,J4,CR8,2019,low,66,yes
C5046,civil,6,49,2,1,2,J10,CR4,2023,low,94,no
C5047,criminal,8,69,4,1,1,J7,CR9,2021,medium,124,no
C5048,civil,5,36,3,2,1,J1,CR1,2022,low,79,yes
C5049,civil,8,61,5,1,5,J7,CR3,2020,low,149,no
C5050,commercial,7,54,2,3,5,J3,CR2,2019,low,123,yes
C5051,civil,6,49,2,2,2,J14,CR6,2023,low,94,no
C5052,civil,8,71,4,2,4,J20,CR5,2019,medium,143,yes
C5053,criminal,6,56,2,3,2,J7,CR5,2018,high,98,no
C5054,commercial,10,84,6,4,1,J16,CR10,2020,medium,158,yes
C5055,commercial,8,57,5,2,8,J16,CR1,2018,medium,165,yes
C5056,criminal,2,20,1,2,1,J1,CR5,2022,medium,37,no
C5057,criminal,5,40,4,2,2,J18,CR2,2022,low,92,no
C5058,commercial,2,8,1,3,2,J20,CR6,2020,medium,37,no
C5059,commercial,8,55,6,3,4,J16,CR1,2018,high,145,yes
C5060,criminal,1,1,0,1,3,J3,CR8,2022,medium,30,no
C5061,civil,4,26,2,2,0,J3,CR4,2019,high,55,no
C5062,commercial,10,72,3,2,2,J4,CR8,2019,medium,143,yes
C5063,criminal,10,87,7,1,2,J8,CR10,2018,medium,170,no
C5064,civil,2,13,2,1,1,J11,CR5,2023,high,38,no
C5065,commercial,2,19,2,4,1,J15,CR4,2020,low,41,no
C5066,civil,3,28,0,2,0,J1,CR3,2018,medium,38,no
C5067,commercial,8,62,2,3,2,J1,CR9,2021,medium,117,yes
C5068,commercial,6,46,0,2,2,J6,CR8,2020,medium,83,yes
C5069,commercial,10,83,4,4,0,J13,CR9,2023,low,141,no
C5070,civil,5,34,0,2,3,J9,CR10,2021,medium,75,yes
C5071,commercial,1,2,0,2,2,J16,CR3,2022,high,30,no
C5072,criminal,10,81,4,3,3,J6,CR1,2019,medium,158,yes
C5073,criminal,9,80,3,1,3,J14,CR2,2021,low,145,no
C5074,civil,2,14,0,2,3,J7,CR8,2020,medium,41,no
C5075,civil,6,49,1,2,2,J13,CR3,2022,low,89,no
C5076,civil,2,28,1,2,0,J10,CR3,2020,medium,35,no
C5077,commercial,8,64,5,3,4,J19,CR8,2019,medium,145,yes
C5078,criminal,10,83,3,3,7,J4,CR2,2021,medium,178,yes
C5079,civil,1,8,1,1,0,J20,CR10,2023,medium,30,yes
C5080,criminal,10,82,4,3,8,J12,CR7,2019,low,189,yes
C5081,commercial,1,5,0,3,2,J12,CR9,2020,high,30,yes
C5082,criminal,7,63,2,1,3,J2,CR5,2022,medium,115,yes
C5083,commercial,6,47,4,2,0,J14,CR2,2018,low,91,yes
C5084,criminal,5,48,3,1,0,J12,CR8,2019,low,79,no
C5085,civil,2,25,1,2,0,J5,CR2,2023,medium,33,yes
C5086,civil,5,29,2,2,3,J19,CR3,2021,medium,82,no
C5087,criminal,4,32,0,3,0,J18,CR6,2021,medium,48,no
C5088,criminal,7,58,2,1,3,J3,CR3,2020,high,113,no
C5089,civil,5,43,3,1,0,J18,CR1,2022,medium,76,yes
C5090,civil,2,11,2,2,0,J10,CR3,2019,low,31,no
C5091,criminal,10,87,4,2,5,J1,CR6,2021,low,173,yes
C5092,civil,9,67,3,1,2,J4,CR9,2021,low,132,no
C5093,commercial,8,60,3,4,3,J17,CR1,2020,high,127,yes
C5094,civil,10,86,2,1,6,J11,CR4,2020,low,169,no
C5095,civil,9,78,6,1,3,J7,CR8,2021,high,159,yes
C5096,civil,10,81,2,2,3,J4,CR3,2021,low,148,yes
C5097,commercial,1,1,2,2,0,J18,CR2,2022,medium,30,no
C5098,civil,9,68,4,2,4,J17,CR3,2020,medium,150,no
C5099,civil,3,24,4,1,0,J16,CR9,2019,low,56,no
C5100,civil,1,6,0,2,0,J19,CR3,2023,medium,30,no
C5101,criminal,8,66,0,3,8,J12,CR4,2023,medium,145,no
C5102,criminal,6,59,1,2,1,J2,CR7,2020,medium,88,yes
C5103,criminal,4,38,0,2,0,J13,CR1,2021,high,51,yes
C5104,commercial,1,9,1,2,0,J12,CR7,2023,high,30,no
C5105,civil,6,47,3,1,0,J5,CR8,2022,low,86,no
C5106,commercial,4,36,1,3,1,J14,CR3,2022,high,61,yes
C5107,commercial,1,1,2,4,1,J10,CR8,2021,low,30,no
C5108,criminal,2,8,2,1,0,J20,CR1,2018,low,30,no
C5109,commercial,9,72,3,3,2,J3,CR3,2021,low,135,no
C5110,civil,6,47,1,1,1,J12,CR5,2018,high,82,no
C5111,criminal,6,52,4,2,4,J11,CR5,2021,low,118,no
C5112,commercial,2,23,2,2,3,J11,CR5,2018,high,55,no
C5113,criminal,10,74,4,3,5,J17,CR8,2022,low,167,yes
C5114,commercial,8,66,5,2,7,J19,CR9,2019,low,164,no
C5115,commercial,7,64,6,4,2,J20,CR10,2022,low,130,yes
C5116,criminal,2,12,2,3,0,J3,CR8,2018,medium,32,no
C5117,commercial,5,38,0,3,2,J17,CR10,2021,medium,71,no
C5118,criminal,2,19,2,1,1,J9,CR5,2018,medium,41,no
C5119,commercial,4,30,4,2,1,J17,CR4,2022,low,73,no
C5120,criminal,9,72,5,3,7,J8,CR10,2018,low,175,yes
C5121,criminal,3,21,0,3,1,J7,CR6,2021,low,40,no
C5122,criminal,4,15,3,1,0,J9,CR5,2020,low,54,no
C5123,commercial,2,10,0,3,0,J7,CR10,2020,medium,30,no
C5124,civil,1,6,0,2,0,J10,CR4,2022,medium,30,no
C5125,criminal,6,37,4,2,0,J18,CR9,2023,low,86,yes
C5126,criminal,7,54,4,3,3,J19,CR9,2018,low,121,yes
C5127,commercial,8,59,3,2,2,J10,CR4,2023,low,120,yes
C5128,commercial,8,66,3,2,4,J11,CR3,2019,high,136,no
C5129,criminal,4,31,2,1,1,J12,CR4,2021,medium,63,no
C5130,commercial,5,36,1,4,3,J9,CR10,2022,medium,81,no
C5131,criminal,5,38,1,3,3,J5,CR5,2018,low,82,no
C5132,criminal,8,55,3,1,3,J4,CR7,2019,low,124,no
C5133,criminal,8,56,2,2,5,J1,CR2,2022,medium,132,yes
C5134,criminal,7,50,4,3,5,J16,CR8,2018,medium,131,no
C5135,commercial,9,70,2,3,3,J19,CR5,2021,medium,135,yes
C5136,criminal,9,76,2,3,1,J7,CR5,2022,medium,126,yes
C5137,criminal,2,21,0,2,0,J16,CR10,2019,high,30,no
C5138,criminal,8,72,4,1,4,J13,CR6,2022,high,144,yes
C5139,civil,6,50,4,1,6,J4,CR6,2019,low,129,no
C5140,civil,4,34,1,2,0,J2,CR2,2018,high,54,no
C5141,commercial,5,38,3,2,2,J18,CR5,2021,low,86,yes
C5142,civil,8,66,5,2,1,J14,CR4,2019,medium,128,yes
C5143,commercial,9,73,3,3,3,J19,CR1,2023,low,141,yes
C5144,criminal,6,39,5,3,4,J20,CR5,2019,low,116,yes
C5145,civil,8,63,1,2,3,J8,CR4,2020,high,118,no
C5146,commercial,2,11,1,4,0,J9,CR9,2021,low,30,no
C5147,civil,3,26,3,2,0,J5,CR1,2018,low,52,no
C5148,criminal,6,62,3,3,3,J8,CR3,2023,low,112,no
C5149,criminal,2,3,1,3,0,J7,CR9,2021,low,30,no
C5150,civil,5,42,3,1,3,J3,CR10,2019,medium,94,no
C5151,criminal,4,29,1,1,2,J16,CR2,2023,medium,63,yes
C5152,criminal,10,82,3,1,4,J8,CR4,2018,medium,160,yes
C5153,civil,7,58,3,1,0,J6,CR4,2018,low,100,yes
C5154,civil,5,33,2,1,1,J8,CR5,2021,medium,72,no
C5155,commercial,6,47,3,2,2,J13,CR8,2018,medium,98,yes
C5156,civil,4,27,2,1,0,J3,CR7,2018,medium,55,no
C5157,criminal,8,69,3,3,6,J5,CR7,2018,medium,149,no
C5158,criminal,2,12,1,2,2,J1,CR9,2022,low,39,no
C5159,civil,6,45,3,2,6,J16,CR7,2023,medium,121,no
C5160,commercial,8,60,6,4,3,J11,CR6,2020,high,142,yes
C5161,commercial,3,28,3,3,3,J20,CR7,2018,low,71,no
C5162,commercial,8,75,4,2,4,J7,CR6,2022,high,145,yes
C5163,civil,8,67,4,2,6,J20,CR7,2018,low,153,yes
C5164,criminal,2,13,1,1,3,J7,CR4,2020,medium,45,no
C5165,criminal,10,90,5,2,4,J9,CR4,2019,medium,174,yes
C5166,civil,3,24,3,2,3,J13,CR10,2018,low,69,no
C5167,civil,2,13,0,1,1,J19,CR4,2021,low,30,no
C5168,civil,2,34,1,1,0,J15,CR1,2019,medium,38,no
C5169,criminal,9,72,4,2,0,J12,CR7,2018,low,128,yes
C5170,criminal,7,65,4,3,1,J15,CR7,2021,high,114,yes
C5171,criminal,4,32,2,3,5,J12,CR4,2023,high,88,yes
C5172,criminal,8,65,3,3,6,J16,CR3,2020,low,147,yes
C5173,commercial,4,29,2,4,0,J17,CR10,2022,high,56,no
C5174,civil,2,19,2,1,4,J2,CR7,2022,medium,59,no
C5175,civil,4,31,2,2,4,J3,CR3,2020,medium,81,yes
C5176,commercial,7,54,3,2,4,J18,CR1,2022,medium,122,yes
C5177,commercial,4,25,1,4,2,J9,CR8,2019,medium,61,yes
C5178,civil,1,1,1,1,3,J14,CR5,2020,medium,31,no
C5179,civil,6,48,1,2,2,J8,CR7,2022,medium,89,yes
C5180,commercial,9,72,4,4,6,J3,CR4,2023,high,164,no
C5181,commercial,3,22,0,4,2,J2,CR10,2021,low,47,no
C5182,commercial,9,79,6,2,1,J6,CR5,2022,low,147,yes
C5183,criminal,2,18,1,1,1,J6,CR4,2022,medium,36,yes
C5184,civil,7,50,6,2,3,J20,CR2,2018,low,129,yes
C5185,civil,5,44,3,2,2,J9,CR3,2022,low,89,no
C5186,criminal,9,70,3,2,0,J18,CR6,2023,low,122,no
C5187,civil,6,42,0,1,3,J18,CR3,2019,medium,87,yes
C5188,civil,7,57,4,2,0,J11,CR3,2023,low,104,no
C5189,commercial,10,75,3,2,6,J1,CR9,2022,high,168,yes
C5190,civil,7,63,1,1,2,J13,CR3,2022,low,104,yes
C5191,criminal,1,5,1,2,1,J5,CR3,2019,low,30,no
C5192,commercial,10,74,5,2,4,J12,CR10,2021,medium,166,no
C5193,criminal,5,50,6,1,4,J8,CR8,2022,low,119,yes
C5194,civil,9,68,7,2,4,J8,CR3,2021,low,165,yes
C5195,civil,1,4,0,2,3,J3,CR7,2019,high,30,yes
C5196,criminal,5,29,5,3,0,J15,CR9,2023,high,79,no
C5197,commercial,8,65,6,3,4,J13,CR9,2022,low,150,yes
C5198,criminal,10,77,6,1,6,J17,CR8,2021,low,184,no
C5199,commercial,7,54,4,2,6,J12,CR10,2022,medium,139,yes
C5200,commercial,2,16,0,4,2,J13,CR5,2022,high,36,no
C5201,criminal,7,51,1,1,1,J6,CR9,2020,medium,92,no
C5202,civil,2,18,2,1,3,J2,CR4,2021,low,53,yes
C5203,criminal,8,67,4,3,4,J10,CR2,2019,medium,141,no
C5204,criminal,2,19,0,2,2,J13,CR7,2022,medium,37,no
C5205,civil,3,27,2,1,1,J11,CR8,2019,low,53,yes
C5206,civil,1,5,1,2,1,J7,CR7,2023,low,30,no
C5207,civil,6,56,1,1,3,J15,CR10,2021,low,99,no
C5208,commercial,10,77,8,2,7,J5,CR5,2018,high,200,yes
C5209,civil,1,8,0,1,1,J1,CR4,2021,medium,30,no
C5210,criminal,5,46,1,1,2,J16,CR7,2023,high,80,no
C5211,criminal,4,31,2,3,2,J12,CR4,2019,high,69,no
C5212,criminal,3,27,3,2,1,J2,CR4,2023,low,58,no
C5213,commercial,6,42,0,2,4,J4,CR5,2022,low,93,yes
C5214,criminal,6,51,3,3,1,J15,CR7,2020,low,94,no
C5215,criminal,5,29,3,1,1,J3,CR10,2020,low,75,yes
C5216,commercial,8,65,3,4,1,J18,CR8,2023,low,117,yes
C5217,criminal,1,5,3,3,0,J3,CR6,2020,medium,30,no
C5218,criminal,3,34,0,1,1,J17,CR3,2022,medium,47,yes
C5219,civil,9,68,4,2,3,J5,CR9,2018,low,144,yes
C5220,civil,10,75,2,1,4,J17,CR4,2021,medium,151,yes
C5221,criminal,10,81,4,1,0,J1,CR8,2021,high,140,yes
C5222,commercial,3,31,1,3,1,J15,CR6,2019,low,50,no
C5223,criminal,2,13,0,1,0,J12,CR1,2022,low,30,no
C5224,commercial,10,85,2,3,5,J4,CR8,2022,low,162,no
C5225,criminal,3,17,1,1,4,J17,CR1,2022,low,61,no
C5226,commercial,10,69,4,2,4,J19,CR9,2020,medium,158,yes
C5227,civil,10,88,4,1,4,J13,CR6,2023,low,168,yes
C5228,criminal,10,81,5,3,6,J9,CR3,2021,low,181,yes
C5229,civil,9,61,3,2,3,J3,CR10,2021,low,135,yes
C5230,criminal,6,53,2,3,4,J8,CR1,2018,high,108,yes
C5231,civil,7,55,3,2,4,J5,CR4,2020,medium,122,yes
C5232,civil,8,66,5,2,6,J14,CR3,2023,high,158,yes
C5233,commercial,7,57,2,4,6,J9,CR4,2020,high,130,yes
C5234,civil,6,45,1,1,0,J6,CR1,2021,low,75,yes
C5235,criminal,9,72,5,1,6,J3,CR4,2023,medium,169,yes
C5236,civil,8,67,3,1,4,J16,CR2,2019,low,136,yes
C5237,criminal,2,20,1,3,0,J11,CR10,2020,high,31,no
C5238,criminal,3,16,0,1,4,J16,CR5,2020,medium,56,no
C5239,commercial,4,25,1,2,2,J11,CR6,2023,low,61,no
C5240,commercial,1,12,0,4,0,J19,CR9,2019,low,30,no
C5241,commercial,4,29,0,2,0,J8,CR4,2019,medium,46,no
C5242,criminal,9,75,6,1,5,J16,CR5,2020,medium,169,yes
C5243,commercial,1,8,0,4,0,J10,CR8,2023,high,30,no
C5244,criminal,9,69,2,1,2,J2,CR10,2022,high,128,yes
C5245,criminal,4,25,1,2,0,J4,CR3,2022,medium,49,no
C5246,civil,7,56,6,1,1,J8,CR8,2021,low,120,no
C5247,civil,3,12,2,2,0,J18,CR9,2018,high,40,no
C5248,commercial,7,46,4,4,0,J13,CR7,2022,medium,99,no
C5249,criminal,10,78,3,1,4,J3,CR4,2021,medium,158,yes
C5250,criminal,5,37,0,1,1,J3,CR6,2019,low,64,no
C5251,civil,9,71,5,1,6,J14,CR7,2023,medium,168,no
C5252,civil,9,73,4,1,7,J14,CR8,2018,high,170,no
C5253,criminal,5,32,1,1,1,J12,CR2,2019,medium,67,no
C5254,criminal,3,26,0,3,0,J16,CR7,2019,medium,37,no
C5255,criminal,9,75,3,1,5,J14,CR4,2019,high,154,yes
C5256,commercial,10,75,6,2,2,J6,CR6,2018,low,159,yes
C5257,criminal,6,48,2,1,3,J19,CR7,2018,low,100,no
C5258,civil,9,70,5,1,2,J3,CR2,2021,medium,144,no
C5259,civil,2,16,2,2,3,J5,CR9,2018,low,52,no
C5260,civil,3,24,0,2,2,J5,CR1,2022,high,48,yes
C5261,civil,9,66,5,1,8,J2,CR3,2022,medium,178,yes
C5262,criminal,4,34,3,1,0,J12,CR10,2019,medium,64,yes
C5263,civil,2,13,1,1,3,J10,CR6,2018,low,45,yes
C5264,commercial,8,68,3,4,4,J3,CR1,2018,medium,137,no
C5265,civil,8,67,4,2,2,J6,CR7,2018,medium,129,no
C5266,criminal,4,34,0,1,3,J4,CR5,2019,medium,67,no
C5267,commercial,3,13,2,3,1,J17,CR2,2020,low,46,no
C5268,criminal,2,14,3,3,1,J5,CR2,2020,low,44,no
C5269,criminal,5,32,3,1,1,J6,CR9,2023,medium,77,yes
C5270,commercial,10,83,4,3,9,J8,CR5,2019,high,195,yes
C5271,criminal,10,80,6,3,5,J6,CR8,2022,low,180,no
C5272,criminal,8,63,3,1,4,J17,CR5,2022,high,134,yes
C5273,commercial,2,17,4,2,3,J13,CR7,2019,medium,62,no
C5274,civil,8,58,2,2,1,J10,CR6,2018,low,109,yes
C5275,criminal,5,34,3,3,0,J5,CR3,2023,medium,72,yes
C5276,civil,10,77,3,1,1,J19,CR2,2018,low,139,yes
C5277,criminal,2,16,1,2,0,J5,CR3,2022,low,30,no
C5278,criminal,7,53,2,1,3,J11,CR6,2022,medium,110,no
C5279,commercial,7,57,2,3,4,J16,CR7,2021,low,118,yes
C5280,commercial,4,29,2,4,2,J18,CR10,2019,low,68,no
C5281,commercial,2,18,0,4,0,J7,CR8,2019,medium,30,no
C5282,criminal,5,42,2,2,1,J6,CR7,2019,medium,77,yes
C5283,civil,10,79,4,2,6,J2,CR1,2022,low,175,no
C5284,criminal,3,18,3,1,0,J13,CR3,2019,low,48,no
C5285,criminal,2,22,0,2,3,J13,CR6,2021,low,45,no
C5286,criminal,10,74,6,3,4,J14,CR6,2020,medium,171,no
C5287,commercial,2,5,0,3,2,J6,CR1,2021,medium,30,no
C5288,civil,7,49,3,2,4,J9,CR7,2020,low,119,yes
C5289,criminal,5,45,2,3,0,J5,CR1,2023,medium,72,no
C5290,civil,6,50,4,2,2,J17,CR10,2020,medium,105,no
C5291,criminal,3,25,0,1,1,J7,CR3,2021,medium,42,no
C5292,civil,7,57,6,2,3,J12,CR6,2020,high,132,no
C5293,criminal,5,42,2,3,4,J11,CR1,2023,medium,95,yes
C5294,commercial,1,6,0,2,0,J7,CR4,2020,medium,30,no
C5295,commercial,10,81,3,4,7,J17,CR5,2018,medium,177,yes
C5296,commercial,6,47,3,2,5,J19,CR10,2023,high,116,no
C5297,civil,1,2,2,2,0,J14,CR1,2018,high,30,no
C5298,commercial,6,42,3,4,3,J19,CR9,2020,medium,102,yes
C5299,criminal,4,25,3,1,1,J2,CR5,2019,medium,65,no
C5300,criminal,4,33,0,2,0,J19,CR2,2020,high,48,no
C5301,criminal,3,25,0,2,0,J15,CR10,2021,low,36,no
C5302,criminal,3,24,1,3,2,J19,CR4,2021,high,53,no
C5303,criminal,4,32,1,1,3,J2,CR4,2021,low,71,no
C5304,commercial,6,43,3,2,1,J9,CR7,2022,low,90,yes
C5305,commercial,4,38,4,3,4,J8,CR1,2023,medium,95,yes
C5306,criminal,4,27,1,1,2,J8,CR7,2023,low,62,yes
C5307,civil,10,70,6,1,3,J3,CR5,2023,medium,163,yes
C5308,commercial,10,88,2,4,6,J14,CR1,2023,medium,170,yes
C5309,commercial,6,46,1,4,5,J10,CR10,2019,low,106,no
C5310,criminal,2,5,2,1,1,J19,CR4,2022,low,34,no
C5311,commercial,4,30,0,2,4,J10,CR2,2020,low,71,no
C5312,criminal,6,54,3,3,4,J18,CR6,2020,low,114,yes
C5313,commercial,7,56,4,3,0,J7,CR1,2023,low,104,no
C5314,civil,10,77,5,2,10,J11,CR4,2022,medium,203,no
C5315,civil,4,27,2,2,0,J4,CR3,2021,low,55,no
C5316,commercial,6,48,3,3,4,J9,CR3,2020,high,111,no
C5317,commercial,9,72,4,2,3,J9,CR7,2020,low,146,yes
C5318,criminal,9,78,4,3,5,J7,CR3,2020,medium,161,yes
C5319,criminal,6,43,4,3,4,J10,CR9,2022,medium,113,no
C5320,commercial,9,74,4,3,6,J3,CR2,2020,medium,165,no
C5321,civil,9,76,6,2,3,J1,CR4,2023,medium,158,yes
C5322,criminal,9,65,7,1,5,J6,CR2,2020,medium,169,no
C5323,criminal,9,71,5,3,3,J4,CR9,2021,high,150,no
C5324,commercial,8,69,5,3,4,J15,CR9,2022,high,147,yes
C5325,commercial,9,84,3,3,4,J20,CR5,2018,high,153,no
C5326,criminal,4,27,2,3,0,J3,CR6,2019,medium,55,yes
C5327,civil,6,46,2,1,1,J18,CR5,2021,medium,87,no
C5328,commercial,6,50,4,4,1,J3,CR2,2023,high,99,yes
C5329,criminal,8,63,1,3,2,J6,CR9,2022,medium,112,no
C5330,commercial,9,68,3,2,5,J7,CR8,2023,medium,151,no
C5331,commercial,4,32,3,2,0,J12,CR1,2019,medium,63,no
C5332,criminal,10,92,4,1,8,J14,CR2,2020,medium,194,yes
C5333,criminal,8,67,6,2,5,J7,CR3,2022,medium,157,yes
C5334,commercial,5,45,0,3,0,J16,CR10,2021,low,62,no
C5335,civil,3,23,1,2,1,J8,CR8,2020,medium,46,no
C5336,criminal,9,76,1,1,6,J13,CR6,2018,high,151,yes
C5337,civil,5,37,1,1,2,J2,CR1,2021,high,75,no
C5338,civil,1,1,0,1,0,J19,CR6,2018,low,30,yes
C5339,commercial,7,60,0,3,3,J12,CR6,2022,low,104,yes
C5340,civil,7,55,3,2,3,J11,CR8,2020,medium,116,yes
C5341,civil,7,55,3,1,2,J20,CR9,2021,low,110,no
C5342,civil,10,82,5,2,3,J19,CR3,2018,low,164,yes
C5343,commercial,3,17,2,3,0,J18,CR6,2020,low,42,yes
C5344,civil,2,10,0,2,0,J11,CR4,2022,medium,30,no
C5345,criminal,4,29,2,1,1,J10,CR1,2023,low,62,no
C5346,civil,7,55,1,1,2,J10,CR3,2020,low,100,no
C5347,criminal,10,75,5,1,4,J5,CR5,2019,high,166,yes
C5348,criminal,10,79,3,1,7,J3,CR9,2018,medium,176,yes
C5349,criminal,3,15,0,2,1,J10,CR5,2023,medium,37,no
C5350,civil,10,77,3,2,4,J10,CR6,2020,low,157,yes
C5351,civil,3,30,0,1,0,J5,CR9,2023,high,39,no
C5352,civil,9,81,5,1,0,J12,CR2,2018,medium,137,yes
C5353,criminal,7,52,2,3,1,J11,CR6,2019,low,98,no
C5354,civil,5,37,1,2,1,J19,CR4,2019,low,69,no
C5355,civil,5,42,2,2,3,J8,CR1,2020,high,89,yes
C5356,commercial,5,43,4,3,4,J18,CR2,2023,low,105,no
C5357,commercial,6,49,1,4,2,J19,CR9,2023,low,89,yes
C5358,commercial,6,50,0,2,2,J10,CR2,2022,medium,85,no
C5359,civil,8,64,6,2,6,J10,CR7,2022,low,162,yes
C5360,criminal,1,15,0,2,0,J9,CR1,2018,low,30,no
C5361,civil,9,64,3,1,1,J19,CR1,2020,medium,125,yes
C5362,criminal,5,40,2,1,4,J2,CR8,2022,medium,94,no
C5363,criminal,5,41,0,3,3,J18,CR2,2020,low,78,yes
C5364,commercial,3,20,4,3,0,J18,CR4,2021,medium,54,yes
C5365,civil,9,74,5,1,7,J6,CR10,2018,high,176,yes
C5366,civil,2,21,0,1,1,J1,CR8,2019,low,32,no
C5367,commercial,9,74,1,4,1,J5,CR3,2019,medium,120,no
C5368,commercial,1,7,0,3,0,J17,CR4,2023,low,30,no
C5369,civil,2,17,1,2,0,J17,CR5,2020,high,30,no
C5370,commercial,10,75,4,3,4,J7,CR8,2022,medium,161,yes
C5371,civil,3,31,2,2,2,J14,CR4,2022,low,61,no
C5372,criminal,1,8,0,3,0,J7,CR9,2019,medium,30,no
C5373,civil,4,33,3,1,2,J13,CR10,2023,medium,75,no
C5374,commercial,6,45,1,4,1,J10,CR5,2018,low,81,yes
C5375,civil,6,47,2,2,5,J14,CR5,2019,medium,111,no
C5376,criminal,5,33,4,1,1,J1,CR2,2021,low,82,no
C5377,civil,1,15,1,2,0,J9,CR3,2020,medium,30,no
C5378,commercial,10,80,6,2,5,J19,CR2,2022,low,180,no
C5379,civil,8,66,2,2,4,J5,CR1,2022,low,131,yes
C5380,civil,3,21,0,2,1,J2,CR2,2022,medium,40,no
C5381,civil,1,3,0,2,0,J7,CR5,2018,low,30,no
C5382,commercial,8,57,2,4,9,J1,CR4,2022,medium,156,no
C5383,commercial,4,25,1,3,2,J1,CR7,2020,low,61,yes
C5384,civil,10,80,4,1,7,J15,CR3,2018,medium,182,yes
C5385,commercial,5,39,4,4,1,J4,CR6,2019,medium,85,yes
C5386,criminal,2,18,1,2,4,J13,CR9,2019,low,54,no
C5387,criminal,6,56,1,1,4,J7,CR3,2019,medium,105,yes
C5388,criminal,10,76,4,3,5,J7,CR4,2023,low,168,yes
C5389,criminal,3,25,1,1,2,J14,CR1,2021,low,53,no
C5390,criminal,8,66,2,1,3,J15,CR3,2020,medium,125,yes
C5391,civil,1,10,0,1,0,J15,CR9,2018,medium,30,no
C5392,criminal,7,58,5,2,2,J4,CR5,2018,high,122,yes
C5393,criminal,5,46,5,2,0,J6,CR7,2020,low,88,no
C5394,criminal,8,63,5,2,2,J17,CR2,2023,high,132,no
C5395,criminal,4,42,2,2,0,J10,CR4,2019,medium,63,no
C5396,commercial,8,61,4,2,7,J9,CR8,2019,medium,156,no
C5397,criminal,9,65,4,1,2,J6,CR8,2022,high,136,yes
C5398,civil,5,39,0,2,1,J1,CR4,2022,low,65,no
